0,0.771354685443208,
1,0.3787614945965891,
2,0.2792590847069491,
3,0.21418967997642432,
4,0.19891956775300895,
5,0.17804446566703375,
6,0.1612835130410228,
7,0.1613764132078768,
8,0.1483151164424134,
9,0.14064584133298413,
10,0.14999015267778218,
11,0.1317109225244488,
12,0.1253438348719856,
13,0.12317820641872226,
14,0.11806853126762867,
15,0.11309921998089914,
16,0.10995367620254526,
17,0.11004500953082039,
18,0.1047990045682598,
19,0.11386743706098468,
20,0.0998913593306512,
21,0.11157240746141227,
22,0.0968823475110462,
23,0.10101026661003434,
24,0.09466217315304387,
25,0.08679301822056408,
26,0.08803529744781927,
27,0.08691007725636127,
28,0.08124713333175419,
29,0.08128031584509901,
30,0.08024645289525023,
31,0.08275303873630416,
32,0.0736057910713616,
33,0.07780303105139907,
34,0.07968905137482443,
35,0.06928923166494362,
36,0.0703026528294411,
37,0.07124842176699327,
38,0.07078777957443781,
39,0.071283872729848,
40,0.06828505828937215,
41,0.07100420488453027,
42,0.06645440810775757,
43,0.07348199379194628,
44,0.06847996943665534,
45,0.06525517719036206,
46,0.07424382907824294,
47,0.0654932640770944,
48,0.06084753680145742,
49,0.06162387904395748,
50,0.06289270625192826,
51,0.07969887125420115,
52,0.058086637591898325,
53,0.10087801395144522,
54,0.07761398905451755,
55,0.06827455178250647,
56,0.06701481631357435,
57,0.0654131647729677,
58,0.06414825973326775,
59,0.06160707952671163,
60,0.06139292329802436,
61,0.0596767933334023,
62,0.06991089559787457,
